Calling Party,Called Party,IMEI,IMSI,Call Date,Call Type,Start Time,End Time,Duration (seconds),,,,,,
7282050919,7405947021,6.37E+14,2.28E+14,05/01/25,SMS Out,15:35:49,N/A,0,,,,,,
9093126709,9545318164,9.05E+14,4.63E+14,08/01/25,SMS Out,07:04:15,N/A,0,,,,,,
9093126709,8948605246,9.05E+14,4.63E+14,04/02/25,Missed Call,17:46:38,N/A,0,,,,,,
9093126709,7834077224,9.05E+14,4.63E+14,20/01/25,SMS Out,20:16:16,N/A,0,,,,,,
9797165186,8553124639,1.86E+14,9.04E+14,03/01/25,Data Call,22:49:42,00:28:45,5943,,,,,,
9797165186,8553124639,1.86E+14,9.04E+14,12/01/25,Data Call,01:58:09,02:25:08,1619,,,,,,
9797165186,8080824152,1.86E+14,9.04E+14,13/01/25,Voice Out,00:36:44,02:07:18,5434,,,,,,
9797165186,8553124639,1.86E+14,9.04E+14,02/02/25,Missed Call,20:45:51,N/A,0,,,,,,
9797165186,7977423349,1.86E+14,9.04E+14,12/01/25,Voice Out,10:23:12,11:16:16,3184,,,,,,
9797165186,7977423349,1.86E+14,9.04E+14,25/01/25,Data Call,10:38:50,11:00:54,1324,,,,,,
9797165186,8553124639,1.86E+14,9.04E+14,10/01/25,SMS Out,19:31:01,N/A,0,,,,,,
9797165186,9889190573,1.86E+14,9.04E+14,26/01/25,Voice Out,20:51:18,23:02:31,7873,,,,,,
8553124639,8080824152,3.86E+14,8.62E+14,05/01/25,SMS Out,06:01:45,N/A,0,,,,,,
8553124639,7348172622,3.86E+14,8.62E+14,14/01/25,SMS Out,18:25:22,N/A,0,,,,,,
8553124639,8080824152,3.86E+14,8.62E+14,03/01/25,SMS Out,06:53:49,N/A,0,,,,,,
8553124639,8080824152,3.86E+14,8.62E+14,11/01/25,SMS In,16:04:49,N/A,0,,,,,,
8553124639,8658881610,3.86E+14,8.62E+14,31/01/25,Data Call,23:42:18,23:53:07,649,,,,,,
8553124639,9797165186,3.86E+14,8.62E+14,09/01/25,Voice In,22:02:19,22:19:04,1005,,,,,,
8553124639,7977423349,3.86E+14,8.62E+14,27/01/25,SMS In,01:22:03,N/A,0,,,,,,
7905509947,7348172622,8.76E+14,6.51E+14,20/01/25,Voice In,14:44:10,16:00:25,4575,,,,,,
7905509947,9797165186,8.76E+14,6.51E+14,10/01/25,Voice In,10:44:46,13:17:17,9151,,,,,,
7905509947,9797165186,8.76E+14,6.51E+14,13/01/25,SMS Out,20:17:31,N/A,0,,,,,,
7905509947,9889190573,8.76E+14,6.51E+14,02/01/25,SMS In,02:56:13,N/A,0,,,,,,
7905509947,8553124639,8.76E+14,6.51E+14,25/01/25,Voice In,20:45:26,23:43:12,10666,,,,,,
7905509947,8553124639,8.76E+14,6.51E+14,02/01/25,SMS In,10:41:47,N/A,0,,,,,,
7905509947,9797165186,8.76E+14,6.51E+14,20/01/25,SMS Out,20:32:58,N/A,0,,,,,,
7905509947,8553124639,8.76E+14,6.51E+14,04/02/25,Data Call,19:09:43,19:15:43,360,,,,,,
7905509947,7348172622,8.76E+14,6.51E+14,15/01/25,Voice Out,01:28:01,02:57:10,5349,,,,,,
8658881610,7348172622,2.72E+14,1.94E+14,07/01/25,SMS Out,18:01:40,N/A,0,,,,,,
8658881610,7905509947,2.72E+14,1.94E+14,19/01/25,Missed Call,09:15:53,N/A,0,,,,,,
8658881610,7977423349,2.72E+14,1.94E+14,24/01/25,SMS Out,17:59:00,N/A,0,,,,,,
8658881610,7905509947,2.72E+14,1.94E+14,12/01/25,SMS Out,14:57:08,N/A,0,,,,,,
8658881610,7977423349,2.72E+14,1.94E+14,20/01/25,Missed Call,08:30:47,N/A,0,,,,,,
7977423349,7905509947,5.15E+14,9.46E+14,03/01/25,Missed Call,07:42:23,N/A,0,,,,,,
7977423349,9889190573,5.15E+14,9.46E+14,04/02/25,SMS Out,22:29:53,N/A,0,,,,,,
7977423349,8658881610,5.15E+14,9.46E+14,06/01/25,SMS Out,22:18:19,N/A,0,,,,,,
7977423349,8658881610,5.15E+14,9.46E+14,24/01/25,Missed Call,20:38:06,N/A,0,,,,,,
7977423349,8553124639,5.15E+14,9.46E+14,23/01/25,Data Call,00:04:14,01:15:01,4247,,,,,,
7977423349,8553124639,5.15E+14,9.46E+14,12/01/25,SMS In,11:09:07,N/A,0,,,,,,
7977423349,8080824152,5.15E+14,9.46E+14,06/01/25,Missed Call,14:48:45,N/A,0,,,,,,
7977423349,8658881610,5.15E+14,9.46E+14,11/01/25,Voice Out,18:10:18,19:22:21,4323,,,,,,
7977423349,8553124639,5.15E+14,9.46E+14,16/01/25,SMS Out,16:29:03,N/A,0,,,,,,
7977423349,9889190573,5.15E+14,9.46E+14,03/02/25,SMS In,14:49:25,N/A,0,,,,,,
9889190573,8553124639,1.97E+14,7.06E+14,21/01/25,Voice In,20:24:31,23:03:03,9512,,,,,,
9889190573,8658881610,1.97E+14,7.06E+14,03/02/25,Voice In,12:19:15,12:54:20,2105,,,,,,
9889190573,9797165186,1.97E+14,7.06E+14,01/01/25,SMS In,07:57:14,N/A,0,,,,,,
9889190573,7348172622,1.97E+14,7.06E+14,05/02/25,SMS In,17:02:54,N/A,0,,,,,,
9889190573,9797165186,1.97E+14,7.06E+14,14/01/25,Data Call,20:45:33,21:34:28,2935,,,,,,
9889190573,8080824152,1.97E+14,7.06E+14,09/01/25,Voice Out,05:08:12,06:42:30,5658,,,,,,
9889190573,7348172622,1.97E+14,7.06E+14,22/01/25,SMS Out,12:45:42,N/A,0,,,,,,
9889190573,9797165186,1.97E+14,7.06E+14,29/01/25,SMS In,00:19:29,N/A,0,,,,,,
9889190573,7348172622,1.97E+14,7.06E+14,08/01/25,Voice Out,06:12:07,07:12:08,3601,,,,,,
9889190573,7905509947,1.97E+14,7.06E+14,31/01/25,Data Call,08:39:33,11:35:01,10528,,,,,,
8080824152,9889190573,6.74E+14,8.87E+14,21/01/25,SMS Out,00:24:50,N/A,0,,,,,,
8080824152,9797165186,6.74E+14,8.87E+14,13/01/25,Missed Call,03:54:08,N/A,0,,,,,,
8080824152,7348172622,6.74E+14,8.87E+14,17/01/25,SMS In,09:55:17,N/A,0,,,,,,
8080824152,7348172622,6.74E+14,8.87E+14,20/01/25,Voice Out,08:41:25,08:56:00,875,,,,,,
8080824152,9797165186,6.74E+14,8.87E+14,01/02/25,Voice In,11:43:47,12:07:18,1411,,,,,,
7348172622,7977423349,8.22E+14,6.90E+13,08/01/25,Data Call,23:16:05,01:50:41,9276,,,,,,
7348172622,8658881610,8.22E+14,6.90E+13,01/02/25,SMS Out,04:16:51,N/A,0,,,,,,
7348172622,9889190573,8.22E+14,6.90E+13,10/01/25,SMS In,18:52:51,N/A,0,,,,,,
7348172622,9797165186,8.22E+14,6.90E+13,29/01/25,SMS Out,19:15:35,N/A,0,,,,,,
7348172622,8553124639,8.22E+14,6.90E+13,11/01/25,SMS Out,13:45:20,N/A,0,,,,,,
7348172622,8658881610,8.22E+14,6.90E+13,30/01/25,SMS In,02:17:07,N/A,0,,,,,,
7348172622,9797165186,8.22E+14,6.90E+13,03/01/25,Voice In,18:44:55,21:19:58,9303,,,,,,
7348172622,8658881610,8.22E+14,6.90E+13,12/01/25,Missed Call,05:01:29,N/A,0,,,,,,
7348172622,9889190573,8.22E+14,6.90E+13,29/01/25,Data Call,14:17:12,15:09:28,3136,,,,,,
9797165186,9822235000,1.86E+14,9.04E+14,01/01/25,Missed Call,02:30:44,N/A,0,,,,,,
8553124639,7127874467,3.86E+14,8.62E+14,08/01/25,Data Call,19:16:47,22:02:58,9971,,,,,,
7905509947,7216824923,8.76E+14,6.51E+14,07/01/25,Missed Call,02:08:57,N/A,0,,,,,,
8658881610,7574737435,2.72E+14,1.94E+14,15/01/25,Voice Out,05:28:12,06:48:01,4789,,,,,,
7977423349,8185963737,5.15E+14,9.46E+14,14/01/25,SMS Out,06:57:42,N/A,0,,,,,,
7977423349,9763871761,5.15E+14,9.46E+14,14/01/25,SMS Out,23:07:47,N/A,0,,,,,,
9889190573,8667754296,1.97E+14,7.06E+14,14/01/25,Data Call,03:45:26,03:47:55,149,,,,,,
8080824152,8753521140,6.74E+14,8.87E+14,19/01/25,SMS Out,13:21:16,N/A,0,,,,,,
7348172622,7216824923,8.22E+14,6.90E+13,06/01/25,Data Call,17:26:24,20:15:54,10170,,,,,,
7348172622,7405947021,8.22E+14,6.90E+13,04/02/25,Voice Out,08:13:02,11:07:50,10488,,,,,,
7178837429,8380924706,4.39E+14,8.13E+14,06/02/25,Voice Out,12:51:57,14:12:43,4846,,,,,,
7178837429,8712130766,4.39E+14,8.13E+14,05/01/25,Voice In,15:58:28,16:06:17,469,,,,,,
7178837429,7950475227,4.39E+14,8.13E+14,05/02/25,Voice Out,04:23:35,06:59:48,9373,,,,,,
7178837429,9820169502,4.39E+14,8.13E+14,26/01/25,Voice In,20:09:28,20:14:59,331,,,,,,
7178837429,9820169502,4.39E+14,8.13E+14,06/01/25,Missed Call,06:04:14,N/A,0,,,,,,
7178837429,9840925904,4.39E+14,8.13E+14,31/01/25,Voice Out,15:24:33,16:19:32,3299,,,,,,
9820169502,8380924706,8.28E+14,5.29E+14,07/01/25,Missed Call,00:59:17,N/A,0,,,,,,
9820169502,9064364593,8.28E+14,5.29E+14,04/01/25,Data Call,23:31:46,00:37:16,3930,,,,,,
9820169502,8712130766,8.28E+14,5.29E+14,10/01/25,Voice In,08:11:44,10:25:24,8020,,,,,,
9820169502,8712130766,8.28E+14,5.29E+14,30/01/25,SMS In,23:33:37,N/A,0,,,,,,
9820169502,8712130766,8.28E+14,5.29E+14,14/01/25,SMS Out,19:09:06,N/A,0,,,,,,
9820169502,9840925904,8.28E+14,5.29E+14,31/01/25,SMS Out,17:54:01,N/A,0,,,,,,
9840925904,8380924706,6.35E+13,4.74E+14,10/01/25,SMS Out,07:40:31,N/A,0,,,,,,
9840925904,7950475227,6.35E+13,4.74E+14,03/01/25,SMS Out,03:46:59,N/A,0,,,,,,
9840925904,8712130766,6.35E+13,4.74E+14,09/01/25,Missed Call,08:00:26,N/A,0,,,,,,
9840925904,9064364593,6.35E+13,4.74E+14,23/01/25,Missed Call,04:38:16,N/A,0,,,,,,
9840925904,7950475227,6.35E+13,4.74E+14,06/01/25,Data Call,10:40:15,13:06:08,8753,,,,,,
9840925904,7950475227,6.35E+13,4.74E+14,15/01/25,Voice In,23:14:59,02:08:25,10406,,,,,,
9840925904,9820169502,6.35E+13,4.74E+14,02/02/25,Voice In,17:37:32,19:30:56,6804,,,,,,
9840925904,8380924706,6.35E+13,4.74E+14,13/01/25,SMS Out,07:18:05,N/A,0,,,,,,
9840925904,8712130766,6.35E+13,4.74E+14,31/01/25,Voice In,14:59:56,17:52:36,10360,,,,,,
7950475227,9064364593,6.57E+14,6.31E+14,12/01/25,Missed Call,17:05:35,N/A,0,,,,,,
7950475227,9064364593,6.57E+14,6.31E+14,13/01/25,Voice In,20:37:47,21:43:59,3972,,,,,,
7950475227,9840925904,6.57E+14,6.31E+14,06/02/25,Data Call,01:42:46,03:08:05,5119,,,,,,
7950475227,8380924706,6.57E+14,6.31E+14,01/01/25,SMS In,06:15:18,N/A,0,,,,,,
7950475227,8380924706,6.57E+14,6.31E+14,16/01/25,SMS In,03:47:05,N/A,0,,,,,,
8712130766,9064364593,2.21E+14,7.47E+14,26/01/25,Voice In,01:43:27,03:58:43,8116,,,,,,
8712130766,8380924706,2.21E+14,7.47E+14,28/01/25,Missed Call,04:51:25,N/A,0,,,,,,
8712130766,7178837429,2.21E+14,7.47E+14,08/01/25,Voice In,04:27:28,05:22:27,3299,,,,,,
8712130766,9840925904,2.21E+14,7.47E+14,01/01/25,SMS In,18:18:49,N/A,0,,,,,,
8712130766,7178837429,2.21E+14,7.47E+14,05/01/25,SMS In,14:05:28,N/A,0,,,,,,
8712130766,9840925904,2.21E+14,7.47E+14,30/01/25,SMS In,11:44:42,N/A,0,,,,,,
8039661289,9820169502,8.93E+14,7.65E+14,30/01/25,Missed Call,22:38:29,N/A,0,,,,,,
8039661289,9840925904,8.93E+14,7.65E+14,04/02/25,Missed Call,22:33:59,N/A,0,,,,,,
8039661289,7950475227,8.93E+14,7.65E+14,03/01/25,Missed Call,02:50:39,N/A,0,,,,,,
8039661289,8380924706,8.93E+14,7.65E+14,17/01/25,Voice Out,03:39:42,04:00:01,1219,,,,,,
8039661289,7950475227,8.93E+14,7.65E+14,08/01/25,SMS In,03:52:47,N/A,0,,,,,,
8039661289,8712130766,8.93E+14,7.65E+14,12/01/25,SMS In,13:11:42,N/A,0,,,,,,
8380924706,8039661289,1.29E+14,2.26E+13,16/01/25,Voice In,06:46:45,09:41:42,10497,,,,,,
8380924706,8712130766,1.29E+14,2.26E+13,04/02/25,Missed Call,11:43:13,N/A,0,,,,,,
8380924706,8712130766,1.29E+14,2.26E+13,03/02/25,Missed Call,03:05:22,N/A,0,,,,,,
8380924706,7178837429,1.29E+14,2.26E+13,03/01/25,SMS Out,03:14:49,N/A,0,,,,,,
8380924706,9820169502,1.29E+14,2.26E+13,30/01/25,Data Call,01:03:59,04:03:27,10768,,,,,,
8380924706,7178837429,1.29E+14,2.26E+13,06/01/25,Data Call,11:32:33,14:18:33,9960,,,,,,
9064364593,8380924706,8.53E+14,5.63E+14,22/01/25,Data Call,07:17:35,09:25:19,7664,,,,,,
9064364593,7178837429,8.53E+14,5.63E+14,22/01/25,Data Call,12:23:05,12:44:45,1300,,,,,,
9064364593,8712130766,8.53E+14,5.63E+14,06/02/25,SMS Out,03:38:24,N/A,0,,,,,,
9064364593,9840925904,8.53E+14,5.63E+14,20/01/25,Voice In,08:28:48,09:40:08,4280,,,,,,
9064364593,9840925904,8.53E+14,5.63E+14,10/01/25,Data Call,21:54:00,00:19:42,8742,,,,,,
9064364593,9820169502,8.53E+14,5.63E+14,21/01/25,Voice Out,02:03:10,05:03:03,10793,,,,,,
9064364593,9820169502,8.53E+14,5.63E+14,23/01/25,Missed Call,17:11:23,N/A,0,,,,,,
9064364593,8380924706,8.53E+14,5.63E+14,27/01/25,Data Call,13:53:33,15:10:29,4616,,,,,,
9064364593,7950475227,8.53E+14,5.63E+14,01/01/25,Data Call,17:23:25,20:05:03,9698,,,,,,
9064364593,9840925904,8.53E+14,5.63E+14,16/01/25,Missed Call,18:27:41,N/A,0,,,,,,
7178837429,8668752393,4.39E+14,8.13E+14,18/01/25,Missed Call,19:26:27,N/A,0,,,,,,
7178837429,7436285301,4.39E+14,8.13E+14,14/01/25,SMS Out,20:02:14,N/A,0,,,,,,
9820169502,9536206958,8.28E+14,5.29E+14,01/02/25,Voice In,19:58:21,20:22:15,1434,,,,,,
9840925904,7166835896,6.35E+13,4.74E+14,10/01/25,Voice In,03:30:45,04:21:12,3027,,,,,,
9840925904,9095085032,6.35E+13,4.74E+14,02/02/25,Voice In,03:46:09,04:56:49,4240,,,,,,
7950475227,8367102312,6.57E+14,6.31E+14,27/01/25,Missed Call,23:33:47,N/A,0,,,,,,
7950475227,8388459302,6.57E+14,6.31E+14,15/01/25,Missed Call,06:54:45,N/A,0,,,,,,
7950475227,7835068039,6.57E+14,6.31E+14,16/01/25,SMS Out,07:38:33,N/A,0,,,,,,
8712130766,9966932640,2.21E+14,7.47E+14,31/01/25,SMS Out,13:31:02,N/A,0,,,,,,
8712130766,9217907757,2.21E+14,7.47E+14,03/01/25,Voice In,22:57:44,01:01:14,7410,,,,,,
8712130766,9095085032,2.21E+14,7.47E+14,09/01/25,SMS In,09:21:44,N/A,0,,,,,,
8039661289,7617703232,8.93E+14,7.65E+14,13/01/25,Data Call,03:44:37,05:30:51,6374,,,,,,
8380924706,7666314985,1.29E+14,2.26E+13,31/01/25,SMS In,18:41:09,N/A,0,,,,,,
8380924706,9475468644,1.29E+14,2.26E+13,24/01/25,SMS Out,18:59:52,N/A,0,,,,,,
9064364593,9797165186,8.53E+14,5.63E+14,12/01/25,SMS In,02:30:12,N/A,0,,,,,,
9064364593,9822634374,8.53E+14,5.63E+14,28/01/25,Data Call,00:28:17,02:53:14,8697,,,,,,
8948605246,9545318164,9.11E+14,9.86E+14,09/01/25,SMS Out,00:52:51,N/A,0,,,,,,
8948605246,9479893753,9.11E+14,9.86E+14,06/01/25,Missed Call,09:54:21,N/A,0,,,,,,
8948605246,9479893753,9.11E+14,9.86E+14,16/01/25,Voice Out,23:35:24,02:32:33,10629,,,,,,
8948605246,9545318164,9.11E+14,9.86E+14,06/01/25,Voice Out,17:01:45,19:24:36,8571,,,,,,
8948605246,8411317962,9.11E+14,9.86E+14,16/01/25,Voice Out,19:59:49,22:52:43,10374,,,,,,
8948605246,9545318164,9.11E+14,9.86E+14,09/01/25,SMS In,14:23:39,N/A,0,,,,,,
8948605246,7574364867,9.11E+14,9.86E+14,05/01/25,Missed Call,08:42:48,N/A,0,,,,,,
7127874467,8987985353,7.96E+14,7.60E+13,18/01/25,SMS Out,23:08:39,N/A,0,,,,,,
7127874467,8987985353,7.96E+14,7.60E+13,19/01/25,Missed Call,03:18:51,N/A,0,,,,,,
7127874467,9479893753,7.96E+14,7.60E+13,06/01/25,Voice Out,20:51:04,23:01:17,7813,,,,,,
7127874467,7574364867,7.96E+14,7.60E+13,10/01/25,Voice In,04:47:11,05:50:11,3780,,,,,,
7127874467,8411317962,7.96E+14,7.60E+13,10/01/25,Voice Out,15:37:08,15:46:24,556,,,,,,
7127874467,9479893753,7.96E+14,7.60E+13,03/02/25,Data Call,21:38:38,21:47:22,524,,,,,,
8422167779,7574364867,8.41E+14,9.30E+14,30/01/25,SMS In,13:12:41,N/A,0,,,,,,
8422167779,9479893753,8.41E+14,9.30E+14,11/01/25,SMS In,07:32:57,N/A,0,,,,,,
8422167779,9479893753,8.41E+14,9.30E+14,17/01/25,Voice Out,00:14:52,02:51:50,9418,,,,,,
8422167779,8948605246,8.41E+14,9.30E+14,18/01/25,Voice Out,00:17:24,02:47:50,9026,,,,,,
8422167779,9545318164,8.41E+14,9.30E+14,19/01/25,SMS In,08:38:18,N/A,0,,,,,,
8422167779,7574364867,8.41E+14,9.30E+14,01/02/25,SMS Out,02:37:09,N/A,0,,,,,,
8422167779,9479893753,8.41E+14,9.30E+14,02/01/25,SMS In,06:00:39,N/A,0,,,,,,
8422167779,7574364867,8.41E+14,9.30E+14,04/02/25,Voice In,16:12:08,17:26:26,4458,,,,,,
8987985353,9545318164,1.77E+14,6.77E+14,15/01/25,Voice Out,01:43:35,04:01:58,8303,,,,,,
8987985353,8422167779,1.77E+14,6.77E+14,11/01/25,Data Call,17:59:58,18:12:06,728,,,,,,
8987985353,8422167779,1.77E+14,6.77E+14,03/02/25,SMS In,19:37:50,N/A,0,,,,,,
8987985353,7574364867,1.77E+14,6.77E+14,09/01/25,SMS Out,14:12:02,N/A,0,,,,,,
8987985353,8948605246,1.77E+14,6.77E+14,05/01/25,Data Call,05:49:46,06:11:26,1300,,,,,,
8411317962,7574364867,2.48E+13,1.56E+14,24/01/25,SMS Out,13:44:08,N/A,0,,,,,,
8411317962,9545318164,2.48E+13,1.56E+14,06/01/25,SMS Out,15:01:56,N/A,0,,,,,,
8411317962,9545318164,2.48E+13,1.56E+14,13/01/25,Voice Out,05:59:02,06:59:37,3635,,,,,,
8411317962,9479893753,2.48E+13,1.56E+14,21/01/25,Data Call,12:29:01,14:38:11,7750,,,,,,
8411317962,9479893753,2.48E+13,1.56E+14,25/01/25,SMS Out,16:41:27,N/A,0,,,,,,
8411317962,8948605246,2.48E+13,1.56E+14,30/01/25,Data Call,21:05:05,23:43:50,9525,,,,,,
8411317962,7574364867,2.48E+13,1.56E+14,22/01/25,SMS Out,23:57:49,N/A,0,,,,,,
8411317962,9479893753,2.48E+13,1.56E+14,07/01/25,Voice In,13:28:12,15:42:45,8073,,,,,,
8411317962,7574364867,2.48E+13,1.56E+14,11/01/25,Voice In,22:50:38,23:04:50,852,,,,,,
9545318164,8411317962,1.80E+14,6.08E+14,23/01/25,SMS In,17:14:43,N/A,0,,,,,,
